strategyId,strategyName,strategyFamily,status,identitySource,sourceType,direction,timeframe,evidenceLevel,evidenceCompleteness,evidenceArtifactCount,tradeEvidenceAvailable,workflowRunId,failureCategory,failureSummary
strategy_version_88faec144670c4d2616165b38d49d69a719cf1786d79eecfc667655a014247e7,1H 弱势回抽窗口失败 影子候选 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_failed_reclaim_shadow_v2,archived,registry_version,bounded_auto_optimization_v1,short,1h,2,0.0,1,False,workflow_run_1d284cde0f56af2d1acd4d64e064319da71fdfb91e3d43c0aa0bba8e2c27a281,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_8d506708d4ebdde53ba345af5de78bba3a4d6ebb62e6cb11df04ae44dc29bf1d,1H 弱势回抽窗口失败 影子候选 ATR1.2,short_cycle_event_1h_failed_reclaim_shadow_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,short,1h,2,1.0,1,False,workflow_run_b21528f73c017f3bf78688cbc2ce65568a5f1a9596047762679afbcf62e1d10b,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_95fc1bd06a2446a117a6c2bfc6cbd5dac189be5d736162f43dbd2141f5496a4c,1H 弱势回抽窗口失败 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_failed_reclaim_shadow_v2,archived,registry_version,bounded_auto_optimization_v1,short,1h,2,0.0,1,False,workflow_run_9da062e07d4c93a1491a9801c5cc3aba675055e51cc5e89b90e9daf94d154087,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_f612a19affa1c180f37c0d19ef570f7df7faff0303aa28027d3bd7966fcc44f5,1H 弱势回抽窗口失败 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_failed_reclaim_shadow_v2,archived,registry_version,bounded_auto_optimization_v1,short,1h,2,0.0,1,False,workflow_run_00d90eca04064bb00f8109988e3aa4065cdcf14c89e16e76a0fad84d9ca0eafc,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_008755a2a01fd04eff4ef5af84ad2aab605938a29f9d1d0da1f91ce4c6bc5743,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_6af182d1d5f5904b1774cc2542fd130ac049fa79cdafb31c77c48c4931e2dada,strategy_performance,Backtest gates failed: selectionMaximumDrawdown
strategy_version_05c158de451321444bd1ef4485305b239a0d1bdb67b369f08f95a53295bd4d8e,1H 深弱势扫低收回 因子后继 ATR1.2,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,1h,2,1.0,1,False,workflow_run_8f1156f0ef327409c691306225d1d6d84d23d23ad53770a3aa630b511a126430,strategy_performance,Backtest gates failed: maximumDrawdown
strategy_version_070fe0786f96157c8b930e07762fe18a5901501669509245cabbb7546e84e3fa,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_f4bf8a773ddf35b8b25117055481c2dd3aa1521d460b000d132020ebe37ba2c6,strategy_performance,Backtest gates failed: selectionMaximumDrawdown
strategy_version_08a6d7f0bf3b30686b3358f3d7c51648eb66211e47607041678b82e8d2fa03bf,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_18b227cbc8f198b63d43b5c4ce57d9892cae1d032f45c38876fa7998414178d2,strategy_performance,Backtest gates failed: selectionMaximumDrawdown
strategy_version_3cd09d9ea9cb666713fde7e1a522c6cb7423b28603732ebadd6017fae4ca8bde,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_ed1f3649bac19be941d6aba42d5fdd1bf52a286cab29d4da4e92e998359ca6a6,strategy_performance,Backtest gates failed: selectionMaximumDrawdown
strategy_version_54dc908bb921b1f0dd2a92a53f505dea54d895e7e27d998bb6b828f719489430,1H 深弱势扫低收回 因子后继 ATR1.2,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,event_window_research_eligible_pack_v13_27_17,long,1h,2,1.0,1,False,workflow_run_702fdbe3e36594fe08c7925fdbaf04fbfeefc1736ae8110cd919ec5774ed2510,strategy_performance,Backtest gates failed: maximumDrawdown
strategy_version_5f8e3557f87886ff3f47b77423888c7122c41a1e8eda4be86fdc5a03850559ef,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_4cb49489dea09498c5bb1e93c697c95b08731830d44e95c6bfdd23c77b797b81,strategy_performance,Backtest gates failed: selectionMaximumDrawdown
strategy_version_8e5ffdc72dad09b0da8b1fb7e31e77cea4db1f3a70a49a9886d2058393f30be1,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_sweep_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_cda706caa34893f2de787af06be1d3fa0fccf1f8ca3612d44280b62e020d629e,strategy_performance,Backtest gates failed: selectionMaximumDrawdown
strategy_version_6d8af5c6519fd0fdc135b17995f893d399372140cb336239614f53ef9ea6807a,1H 趋势回踩分步确认 影子候选 ATR1.2,short_cycle_event_1h_trend_reclaim_shadow_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,1h,2,1.0,1,False,workflow_run_57f9d71e7b106fb969652949782df95daf25498bf4ed3e01245a1dd30ce6a6df,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_7117759988d7ddd9a56d6cef98ad471e762476b38f6ea6b1d81d38095b098578,1H 趋势回踩分步确认 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_trend_reclaim_shadow_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_fdf32f64a3d91401ae8b3ae510da93ea252587688fc4df0f29623ef0ff2d8fd0,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_b08802981c5ca148ee8040064ee9f85956155192863c577d5aa715f51d2c4205,1H 趋势回踩分步确认 影子候选 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_trend_reclaim_shadow_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_49f9ef835f5e8232fcea678c1461e3112c11995e79800cf69d883ddca0d4134d,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_cc56bf57787ceca514c9d47b8a09ed308ca773e0f59953f7a36d88d8f128b8c3,1H 趋势回踩分步确认 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_trend_reclaim_shadow_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_7dcab09e14bdbc32ccbe893f7513b5e21b25e6d776a5caaa42f3baacee459598,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_1c38fc6ed85dc65fb2df9134a09c165f1148ab7d913b4f8e31b8ede6ce5e31b7,5m 突破回踩环境确认 学习版 ATR1.8 / structural redesign G1 / structural redesign G2,short_cycle_event_5m_breakout_retest_learned_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_6e2b9572772d5103d8c0db4110cb3b6e1bbdacf52a65419b1974816031e41db4,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_476e8ff51bb5532f030cb68aa62577882d04c94793a47f175dc67ac48c4fce92,5m 突破回踩环境确认 学习版 ATR1.8,short_cycle_event_5m_breakout_retest_learned_v1,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,5m,2,1.0,1,False,workflow_run_eddd2860ab366282e73d7d9ccd72df618b0c56bdcba4f301b2c5e477cd0e3818,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_fbbe4f5549fe615a6bea39ca96c721a9bd5360969d16e2ce21edf7e61cff1d97,5m 突破回踩环境确认 学习版 ATR1.8 / structural redesign G1,short_cycle_event_5m_breakout_retest_learned_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_e483861e87c62e00845473ac03fe0daddf4fc3b1bbd54547b196cb30b235b166,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_1a351293766540f261a4573759afb5ed1e953c8e130b54a3b08d096002e5acc2,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_c18bda6219722b76d23c135b8714458dc3bf502a840481c32f34c8f3c84e5d30,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_67ec8ca4c22089d6cf5cfaa6a023f44d4267260642c410c71e330b866818733d,5m 假突破反转环境确认 学习版 ATR2.2,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,event_window_research_eligible_pack_v13_27_17,short,5m,2,1.0,1,False,workflow_run_171c4d40945981586231eb48e964e0c9c2e9aeb59bf2134d8f30a76fe69e66f3,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_87377c7327a5e738817981aca3323c459c9ebbdeb871eb69bb3a449ea99b8552,5m 假突破反转环境确认 学习版 ATR2.2,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,cross_timeframe_research_pack_v13_27_18,short,5m,2,1.0,1,False,workflow_run_25522b913d5942a92b76a3691d8afae5eefe8441ee32bd81ab4ac2cf4aaa00b4,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_89e295379b1e3743c83c40cb3cf1de73fb105259560712ffe5d84155c2de721f,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_aaf2a3aab69cfe3b746e4f2f89a8adedd64553550d08d81a3649490c249952c3,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_91de4d170f88a7f3fa3bc2026037c0c7d7be1cf595f36a7d409169dd227232bd,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_b441c78b3547502146c26b3020e1136e11da24e5c419908d203480ea75504ff6,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_d903737c250170c46357a04279cadcbb5861853a64be8d0846cffd92e730524a,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_61df30c58ed622dbec0947cca48d510f4aa98645aba2fcad13788c852fb9746a,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_f1f52f75fea323b6bb8158522bbbedfdace5528f193b4ca30d8422a065764827,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_ff7791578541f647b18f07eb3fae280cfe820e5b9a2cd39917c264898bb33de2,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_f8f0c0b9ebb3be2fc5ccfc38657004f689298bba4adbb18c6aacac6ccaac22bf,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_failed_breakout_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_66eaca71febfc0b62ec493a009421632c69bc4ef80ae02f5bcb18f79d2b885f6,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_0eb0679140d8d52240033238128b58b483932aa2cd9ea0d42b236c7544d23b04,5m 弱势回抽结构确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_failed_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_13081f50c6923959858ff704b00bff5dff979675db8637733ca7d590f509c359,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_4b162538a3bd3dfbcfd8a85d3bff37f615cdadab2f8b071e58f58c97415f3255,5m 弱势回抽结构确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_failed_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_3da1c1557112eb7e165ac9bab12a526d52b843f8d58bbf6fc8661033581c7000,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_80e9a47d3312ef762535741122db189df131abcca7effa4373a2242d684413ac,5m 弱势回抽结构确认 学习版 ATR2.2,short_cycle_event_5m_failed_reclaim_learned_v1,archived,registry_version,cross_timeframe_research_pack_v13_27_18,short,5m,2,1.0,1,False,workflow_run_c309591a0f83774e3ec85127e6838466859563362a2627f549a9c3d3b57604c2,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_ddf1fe001b77c3656c6ecd6c5ec73332d4b8c1f96f31e522b68e07721ef32372,5m 弱势回抽结构确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_failed_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,short,5m,2,0.0,1,False,workflow_run_ff4990ac3bc8fb8a2f013d8ccdec5569141aafd61c1981e5d0497a3ed490cace,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_5b4fccd17b795568fa47313a5a1ab4d4e6decbcf2d53e1ba9c5b5c25609da5fa,5m 扫低收回环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_sweep_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,long,5m,2,0.0,1,False,workflow_run_bd2c4b54dea475b7a7a759c9e2a90792086cfbbc7b6aca13fe42b2deacb62f9e,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_9aef8fee9a9d990b63f7e58f791bfcc09cc8d11dc5025e3bc677d0be29fef37e,5m 扫低收回环境确认 学习版 ATR2.2,short_cycle_event_5m_sweep_reclaim_learned_v1,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,5m,2,1.0,1,False,workflow_run_6ba7cba001eb13ff93cc1405984837e9c671b4f799b92db5d928c6fc9364977c,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_e6cb07d1ef5d7aab5aa754afc4271c3ebeb33286fe7eced01e57970fe70d99a8,5m 扫低收回环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_sweep_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,long,5m,2,0.0,1,False,workflow_run_8006fc6d54a9d79f97b7ccec15de524073cd767c13622885cd41180d406ef8d2,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_f72a36958b84c96f46408cbfa33426e22520af1e4a1bce85bce7128761a18d49,5m 扫低收回环境确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_sweep_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,long,5m,2,0.0,1,False,workflow_run_c8e204add6787769285f8563193b9e836958c02f89c9a15bb6eeb85205c0867f,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_05689a68b80d1be21e504bf002f7bd3c72c62e7be50e96d7619e3f8a84ef8740,5m 趋势回踩事件确认 学习版 ATR2.2 / structural redesign G1,short_cycle_event_5m_trend_reclaim_learned_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_b5ddd892fe5e78083750a3df80d79613f57680889e4bd934c43b92dab8bdd93f,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_222ddfc3e324d0a3b70952d3d87aaf587f787282173e75c6824ac854ebbc3d53,5m 趋势回踩事件确认 学习版 ATR2.2 / structural redesign G1 / structural redesign G2,short_cycle_event_5m_trend_reclaim_learned_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_ecf1ab2124bccd7bb788be2a93f889e70a6ceab6be2acef02897ee52b7f6e842,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_330fd45b57f0fb1563554a5a63d92df7e0861e641f64a7ce0f0ef4264c930465,5m 趋势回踩事件确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_trend_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,long,5m,2,0.0,1,False,workflow_run_0b8931a9bd7ec0a6f365975f8068a4f97ab77222b3cc0f245efda89930c35a6c,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_56f30d9be22f531e5c43ee34c2e091944781080b42036dc6ebb766f42559f748,5m 趋势回踩事件确认 学习版 ATR2.2,short_cycle_event_5m_trend_reclaim_learned_v1,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,5m,2,1.0,1,False,workflow_run_7fbfa118bad990ec482c9d1a7aa97da5f816b9a693306c0813796ce85d9b0781,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_b525a32c667f3053b47bea4718f54529a518aca69ce840806c3ff5cf60d2e70c,5m 趋势回踩事件确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_trend_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,long,5m,2,0.0,1,False,workflow_run_468d3275eaf97ad4616ae7495912bb88b81b67a7b4d7b8965d8c2b2ae38e8e39,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_c42374d5557924f4d158a08fe251aafaf43065596bad5e5dfdccb85269724df0,5m 趋势回踩事件确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_trend_reclaim_learned_v1,archived,registry_version,bounded_auto_optimization_v1,long,5m,2,0.0,1,False,workflow_run_a556586ec5f2ec3e21e14a868618c3990cf2d87c75702ae2e2bfdc6248b21dbf,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_c81768821ef2c1eea5d4f60b965305543d5ae915f6301367d3e7818be66535d1,5m 趋势回踩事件确认 学习版 ATR2.2,short_cycle_event_5m_trend_reclaim_learned_v1,archived,registry_version,event_window_research_eligible_pack_v13_27_17,long,5m,2,1.0,1,False,workflow_run_bf4e15d1cc47caa65abe7869626fcaa5fb01f1592a92f27022b4f7feb92a38d6,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_41229069456cb26804da55216affd5d5b59d73c282f2011e2a745d78cc0a99cc,15m 突破回踩确认 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_evidence_15m_breakout_retest_continuation_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,15m,2,1.0,1,False,workflow_run_440891a911cac907a8f42a71e61a3b91ab74d98085d624fa9c2c3a65c4ed39c2,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_767700b3d846848b535eb749a8f5974bb9426b6f5dd1be5b8b497cbac239ba27,15m 突破回踩确认 ATR1.2 / structural redesign G1,short_cycle_evidence_15m_breakout_retest_continuation_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,15m,2,1.0,1,False,workflow_run_b1d2419eb58b839b3b0c4bd68e54e94f980aa57bf5ce41ba68443bf637652055,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_824b0d38365ab5990bc7eeaf5783bdead9922123eab822eb6ae02643635711a7,15m 突破回踩确认 ATR1.2,short_cycle_evidence_15m_breakout_retest_continuation_long_v1,archived,registry_version,short_cycle_evidence_redesign_pack_v13_27_15,long,15m,2,1.0,1,False,workflow_run_96ef368b66a1dcb6b617c98fd867b526324502ca093bc8517853268d8a312a9f,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_27fd5f3bec8eb25c95d6f72c51ad3531a0ea96778ee789d708183dbbd1ae32f7,15m 假突破反转 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_31f878e44520f67d8979beccaa24101d513a9a645724616c337d645e59b8ec37,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_56ce4f09a36b1f5f8bf125ca428ca700b50e28e304f887f860ffc5eba898ad3d,15m 假突破反转 ATR1.2 / structural redesign G1 / structural redesign G2 / structural redesign G3,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_e3a4dff4940acc1a489fcb2b3f66ebaa24ba954d864afc3f10da296f905348e4,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_a1b44db2521cbd01d478a1d613f8e5be2e939fa01ef108cc1b2d3c4febc241f3,15m 假突破反转 ATR1.2,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,archived,registry_version,short_cycle_evidence_redesign_pack_v13_27_15,short,15m,2,1.0,1,False,workflow_run_78b357fd3ea65e865f1b26c8743cd31074367914545c9622a6a2d938b7ff600e,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_bb45a7d27301d41c6b6de43c6330f09067dc53665cf86f5e5004d9a346cd020c,15m 假突破反转 ATR1.2 / structural redesign G1,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_de562adfe3703f5bfdc0d1af8f2a665fb94861717fc6ffc16b78540db6c7f7bb,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_542ff53cc36908de9bc994730c19ae2878afb17fa6a78c86880ec906cf07daba,15m 流动性扫低收回 ATR1.2,short_cycle_evidence_15m_liquidity_sweep_reclaim_long_v1,archived,registry_version,short_cycle_evidence_redesign_pack_v13_27_15,long,15m,2,1.0,1,False,workflow_run_fec19bf534dae5fa1d15fdd561edb952c4c21de1c2066f7cd4fb24242d013e72,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_c99f0d05baef1c0935cdcb5498f61b543e1a4c90b3579d88a6407bc7fe1e9f4e,15m 流动性扫低收回 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_evidence_15m_liquidity_sweep_reclaim_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,15m,2,1.0,1,False,workflow_run_9ecf352b41e618f8f67f4af53ab8c5519221ecd7187988367d4f95c88d3b3a1e,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_e01df5e0e7a54eb711ceae12f5cb2c119fdfd08e439eb12b2f8fd2a0800a7dad,15m 流动性扫低收回 ATR1.2 / structural redesign G1,short_cycle_evidence_15m_liquidity_sweep_reclaim_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,15m,2,1.0,1,False,workflow_run_b06f1535cff7668fcc9059696eec0d9e36a58759343e8f766041afa7c0fd36aa,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_506a9ce42ae1ea43c4a3827066b19599a95bc3100efba1ba4def848c165a9c25,5m 突破回踩确认 ATR1.0 / structural redesign G1,short_cycle_evidence_5m_breakout_retest_continuation_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_c7c17129fe13f2a4f8a432698a590e53c970c38c98d3a325b52bd9734cb89a85,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_a7034e927ad35727e8887e5bd31e01c48f600e4a5b2e134133487ceff16dae06,5m 突破回踩确认 ATR1.0,short_cycle_evidence_5m_breakout_retest_continuation_long_v1,archived,registry_version,short_cycle_evidence_redesign_pack_v13_27_15,long,5m,2,1.0,1,False,workflow_run_c27d630358465f621f1c06416adeaad37da6155668ac151f9876100d66d94b7e,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
